YEAR,MO,DY,HR,T2M,T2MDEW,T2MWET,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,ALLSKY_SFC_SW_DWN
2022,9,9,12,30.72,24.7,27.71,19.41,70.25,0.3,100.92,1.51,293.12,1.75,291.75,657.96
2022,9,9,13,30.8,24.58,27.69,19.23,69.38,0.34,100.82,1.01,301.12,1.16,299.51,643.96
2022,9,9,14,30.58,24.69,27.64,19.41,70.75,0.39,100.74,0.74,307.72,0.84,307.08,526.38
2022,9,9,15,30.2,24.89,27.55,19.65,73.19,0.4,100.71,0.49,311.78,0.56,313.3,379.72
2022,9,9,16,29.65,25.39,27.51,20.26,77.81,0.46,100.71,0.07,296.57,0.08,323.13,217.57
2022,9,9,17,28.94,25.33,27.14,20.2,80.88,0.56,100.74,0.44,149.38,0.59,149.04,52.48
2022,9,9,18,28.04,25.75,26.89,20.69,87.38,0.62,100.8,0.77,156.04,1.44,163.93,0.0
2022,9,9,19,27.49,25.58,26.54,20.45,89.25,0.07,100.87,1.29,174.77,2.43,179.08,0.0
2022,9,9,20,26.85,25.65,26.25,20.51,93.0,0.07,100.92,1.92,188.66,3.52,190.11,0.0
2022,9,9,21,26.41,25.51,25.97,20.39,94.69,0.07,100.96,2.47,199.01,4.52,198.56,0.0
2022,9,9,22,26.09,25.36,25.73,20.14,95.56,0.07,100.94,2.89,206.98,5.31,205.74,0.0
2022,9,9,23,25.82,25.19,25.5,19.96,96.19,0.08,100.9,3.23,213.77,5.75,213.13,0.0
2022,9,10,0,25.58,25.03,25.31,19.78,96.56,0.08,100.84,3.38,221.72,5.82,221.63,0.0
2022,9,10,1,25.41,24.87,25.14,19.59,96.69,0.06,100.78,3.46,231.97,5.99,232.04,0.0
2022,9,10,2,25.33,24.76,25.04,19.47,96.56,0.08,100.73,3.53,242.3,6.14,242.42,0.0
2022,9,10,3,25.28,24.71,25.0,19.47,96.5,0.19,100.71,3.36,251.73,6.06,252.06,0.0
2022,9,10,4,25.29,24.7,24.99,19.41,96.44,0.26,100.72,2.99,259.16,5.75,259.59,0.0
2022,9,10,5,25.26,24.68,24.97,19.41,96.5,0.25,100.75,2.61,264.85,5.41,265.2,0.0
2022,9,10,6,25.7,24.94,25.32,19.71,95.44,0.2,100.8,2.83,269.21,5.15,269.3,78.13
2022,9,10,7,26.43,25.32,25.87,20.14,93.5,0.17,100.86,3.17,272.83,4.22,272.54,271.55
2022,9,10,8,27.15,25.65,26.4,20.57,91.5,0.17,100.92,2.79,276.43,3.46,276.87,451.39
2022,9,10,9,27.69,25.72,26.7,20.63,89.0,0.21,100.94,2.8,284.89,3.45,285.11,577.73
2022,9,10,10,28.07,25.73,26.9,20.63,87.0,0.27,100.9,2.87,295.87,3.5,296.22,669.18
2022,9,10,11,28.4,25.78,27.09,20.69,85.62,0.36,100.82,2.89,309.96,3.5,310.66,713.85
2022,9,10,12,28.65,25.94,27.3,20.94,85.25,0.44,100.72,2.76,326.31,3.35,327.39,719.08
2022,9,10,13,28.86,26.05,27.45,21.12,84.75,0.42,100.59,2.3,349.64,2.83,350.77,699.22
2022,9,10,14,28.98,26.14,27.55,21.24,84.56,0.26,100.53,1.9,30.36,2.39,29.42,570.0
2022,9,10,15,28.74,26.39,27.57,21.55,87.0,0.15,100.54,2.16,77.07,2.79,75.22,450.47
2022,9,10,16,28.2,26.48,27.33,21.67,90.25,0.08,100.59,2.79,104.43,4.15,103.04,247.49
2022,9,10,17,27.5,26.38,26.94,21.48,93.56,0.06,100.67,3.29,122.29,5.39,120.95,61.11
2022,9,10,18,26.79,26.01,26.4,21.0,95.31,0.05,100.76,3.95,140.7,6.46,139.95,0.0
2022,9,10,19,26.26,25.6,25.93,20.51,96.06,0.71,100.84,4.87,155.94,7.26,156.06,0.0
2022,9,10,20,25.76,25.12,25.44,19.9,96.19,0.42,100.9,5.41,169.44,7.83,169.82,0.0
2022,9,10,21,25.32,24.65,24.99,19.35,95.88,0.36,100.94,5.72,180.63,8.19,180.82,0.0
2022,9,10,22,24.97,24.33,24.65,18.98,96.19,0.56,100.93,5.67,191.45,8.06,191.52,0.0
2022,9,10,23,24.76,24.18,24.47,18.8,96.44,1.44,100.86,4.92,197.83,7.28,198.01,0.0
2022,9,11,0,24.61,24.07,24.33,18.68,96.69,2.98,100.81,3.97,199.18,6.35,199.77,0.0
2022,9,11,1,24.51,23.99,24.25,18.62,96.75,4.4,100.79,3.14,200.37,5.53,201.28,0.0
2022,9,11,2,24.49,23.92,24.21,18.49,96.5,3.92,100.78,2.91,210.49,5.46,212.74,0.0
2022,9,11,3,24.5,23.8,24.15,18.43,95.81,1.8,100.73,3.7,221.23,6.33,222.25,0.0
2022,9,11,4,24.26,23.68,23.97,18.25,96.44,0.58,100.71,3.16,221.19,5.8,221.51,0.0
2022,9,11,5,23.94,23.55,23.74,18.13,97.44,0.16,100.76,2.01,220.58,4.29,221.01,0.0
2022,9,11,6,24.42,23.86,24.14,18.43,96.56,0.07,100.8,2.01,213.26,3.55,214.32,69.45
2022,9,11,7,25.25,24.29,24.77,18.92,94.25,0.08,100.84,2.55,199.88,3.04,201.42,270.7
2022,9,11,8,26.51,24.62,25.56,19.29,89.19,0.14,100.87,2.53,205.62,2.98,209.32,481.11
2022,9,11,9,27.67,24.74,26.21,19.41,83.94,0.29,100.89,2.51,206.41,2.88,207.47,691.73
2022,9,11,10,28.67,24.97,26.82,19.71,80.31,0.46,100.85,2.61,200.11,2.98,200.24,726.57
2022,9,11,11,29.51,25.21,27.36,20.02,77.62,0.65,100.8,2.64,202.84,3.01,202.57,770.27
2022,9,11,12,30.13,25.37,27.76,20.2,75.62,0.67,100.73,2.46,207.46,2.8,207.57,710.89
2022,9,11,13,30.4,25.31,27.86,20.2,74.19,0.79,100.63,2.21,208.47,2.51,208.88,644.6
2022,9,11,14,30.42,25.33,27.87,20.2,74.25,0.76,100.55,2.16,201.38,2.45,201.73,580.65
2022,9,11,15,30.12,25.55,27.83,20.51,76.5,0.61,100.52,2.44,192.03,2.83,192.61,445.52
2022,9,11,16,29.44,26.13,27.79,21.24,82.31,0.52,100.52,2.49,183.42,3.48,183.22,254.1
2022,9,11,17,28.35,26.12,27.23,21.18,87.62,0.47,100.56,2.55,178.07,4.27,178.64,66.38
2022,9,11,18,27.2,26.01,26.61,21.06,93.12,0.38,100.64,2.61,181.2,5.31,180.84,0.0
2022,9,11,19,26.77,25.8,26.29,20.75,94.25,0.15,100.72,3.22,188.23,6.02,187.46,0.0
2022,9,11,20,26.4,25.58,25.98,20.45,95.12,0.06,100.77,3.63,195.11,6.24,194.8,0.0
2022,9,11,21,25.97,25.22,25.59,20.02,95.5,0.03,100.8,3.83,202.32,6.27,202.12,0.0
2022,9,11,22,25.46,24.76,25.11,19.47,95.88,0.02,100.79,4.13,209.18,6.31,209.2,0.0
2022,9,11,23,24.9,24.29,24.6,18.98,96.25,0.01,100.73,4.13,214.35,6.13,214.62,0.0
2022,9,12,0,24.46,23.85,24.15,18.49,96.38,0.01,100.67,3.71,214.46,5.67,214.96,0.0
2022,9,12,1,24.14,23.55,23.84,18.13,96.44,0.05,100.7,3.01,208.03,4.88,210.26,0.0
2022,9,12,2,23.9,23.31,23.61,17.88,96.38,0.18,100.72,2.79,197.78,4.48,202.45,0.0
2022,9,12,3,23.56,22.94,23.26,17.46,96.19,0.31,100.68,2.99,203.75,4.81,207.56,0.0
2022,9,12,4,23.26,22.65,22.96,17.15,96.25,0.17,100.68,2.8,205.13,4.63,208.64,0.0
2022,9,12,5,23.05,22.5,22.77,16.97,96.56,0.04,100.69,2.31,208.73,4.12,211.82,0.0
2022,9,12,6,23.21,22.54,22.87,17.03,95.88,0.01,100.77,1.99,217.68,3.25,220.03,52.43
2022,9,12,7,23.71,22.66,23.19,17.15,93.69,0.02,100.85,2.03,221.56,2.42,222.65,184.91
2022,9,12,8,24.58,22.89,23.73,17.4,90.19,0.03,100.9,2.1,237.43,2.56,240.15,347.55
2022,9,12,9,25.56,23.0,24.28,17.46,85.62,0.03,100.92,2.33,255.45,2.78,256.16,534.19
2022,9,12,10,26.51,23.19,24.85,17.7,81.94,0.05,100.91,2.34,267.89,2.71,267.52,689.62
2022,9,12,11,27.32,23.54,25.43,18.07,79.75,0.16,100.86,2.28,279.66,2.59,278.86,750.62
2022,9,12,12,27.91,23.94,25.93,18.55,78.88,0.34,100.77,2.39,292.04,2.67,291.46,670.29
2022,9,12,13,28.3,24.24,26.26,18.92,78.56,0.75,100.67,2.57,301.71,2.86,301.39,617.44
2022,9,12,14,28.33,24.35,26.33,19.04,78.94,1.62,100.6,2.75,308.89,3.09,308.95,528.31
2022,9,12,15,27.86,24.47,26.16,19.17,81.69,2.13,100.59,2.86,315.33,3.34,315.85,335.23
2022,9,12,16,27.23,24.8,26.01,19.59,86.5,2.24,100.59,2.6,320.13,3.47,320.57,143.7
2022,9,12,17,26.49,24.86,25.67,19.59,90.56,2.17,100.64,2.11,320.41,3.28,320.89,44.55
2022,9,12,18,25.74,24.98,25.36,19.78,95.38,1.99,100.69,1.46,316.3,3.01,316.26,0.0
2022,9,12,19,25.49,24.86,25.17,19.59,96.12,0.56,100.77,1.37,310.14,2.73,310.12,0.0
2022,9,12,20,25.32,24.75,25.04,19.47,96.5,0.43,100.84,1.31,304.54,2.5,304.29,0.0
2022,9,12,21,25.17,24.63,24.9,19.29,96.62,0.29,100.89,1.28,299.53,2.37,298.93,0.0
2022,9,12,22,25.01,24.49,24.75,19.17,96.81,0.17,100.9,1.27,294.68,2.29,293.76,0.0
2022,9,12,23,24.82,24.36,24.59,18.98,97.12,0.07,100.86,1.3,289.63,2.33,289.16,0.0
2022,9,13,0,24.62,24.23,24.43,18.86,97.5,0.08,100.78,1.39,283.02,2.52,282.88,0.0
2022,9,13,1,24.46,24.1,24.28,18.74,97.69,0.28,100.7,1.42,279.15,2.63,279.24,0.0
2022,9,13,2,24.39,24.01,24.2,18.62,97.62,0.43,100.68,1.34,290.56,2.4,290.62,0.0
2022,9,13,3,24.36,23.98,24.17,18.62,97.56,0.3,100.68,1.33,309.03,2.45,308.66,0.0
2022,9,13,4,24.25,23.87,24.06,18.49,97.62,0.18,100.69,1.37,309.43,2.56,308.69,0.0
2022,9,13,5,24.11,23.73,23.91,18.31,97.56,0.17,100.75,1.37,289.26,2.53,288.55,0.0
2022,9,13,6,24.41,23.96,24.19,18.55,97.19,0.13,100.83,1.53,263.24,2.93,263.41,63.7
2022,9,13,7,25.03,24.11,24.57,18.74,94.56,0.08,100.92,2.61,249.28,3.3,250.06,207.9
2022,9,13,8,25.55,24.15,24.85,18.74,91.81,0.06,100.99,2.9,250.98,3.44,252.43,401.85
2022,9,13,9,26.16,24.15,25.15,18.74,88.56,0.06,101.0,2.66,258.46,3.06,259.87,524.38
2022,9,13,10,26.8,24.23,25.52,18.86,85.75,0.13,100.98,2.22,263.13,2.53,264.68,655.62
2022,9,13,11,27.42,24.33,25.87,18.98,83.19,0.19,100.94,2.02,262.65,2.29,263.92,717.41
2022,9,13,12,27.81,24.4,26.1,19.04,81.56,0.26,100.86,2.04,259.64,2.33,260.54,688.08
2022,9,13,13,28.01,24.41,26.21,19.1,80.75,0.32,100.78,2.07,253.76,2.37,254.55,550.23
2022,9,13,14,28.15,24.45,26.3,19.17,80.25,0.31,100.73,2.01,244.63,2.32,245.33,518.43
2022,9,13,15,28.11,24.54,26.32,19.23,80.81,0.3,100.71,2.03,233.31,2.38,233.96,315.93
2022,9,13,16,27.86,24.85,26.36,19.59,83.62,0.36,100.72,1.91,220.2,2.56,220.79,185.35
2022,9,13,17,27.08,24.93,26.0,19.71,88.0,0.44,100.75,1.82,208.77,2.95,208.6,45.08
2022,9,13,18,26.0,24.62,25.31,19.29,91.94,0.58,100.82,1.86,199.65,3.39,199.64,0.0
2022,9,13,19,25.69,24.37,25.04,18.98,92.25,0.8,100.88,2.04,197.81,3.88,197.96,0.0
2022,9,13,20,25.43,24.15,24.79,18.74,92.5,0.86,100.94,2.18,200.32,4.35,200.48,0.0
2022,9,13,21,25.21,24.0,24.6,18.55,92.88,0.91,100.99,2.29,205.25,4.77,205.39,0.0
2022,9,13,22,25.01,23.9,24.46,18.49,93.44,1.04,100.99,2.37,213.01,5.06,213.15,0.0
2022,9,13,23,24.87,23.92,24.39,18.49,94.38,1.06,100.95,2.41,221.33,5.2,221.47,0.0
2022,9,14,0,24.73,23.96,24.35,18.55,95.31,0.92,100.88,2.44,226.56,5.22,226.64,0.0
2022,9,14,1,24.6,23.96,24.28,18.55,96.12,0.77,100.8,2.41,228.41,5.1,228.54,0.0
2022,9,14,2,24.47,23.95,24.21,18.55,96.81,0.66,100.74,2.33,228.67,4.91,228.87,0.0
2022,9,14,3,24.33,23.89,24.11,18.49,97.25,0.5,100.71,2.22,227.71,4.72,227.95,0.0
2022,9,14,4,24.15,23.78,23.97,18.37,97.62,0.25,100.73,2.11,227.25,4.54,227.44,0.0
2022,9,14,5,23.93,23.62,23.77,18.19,98.0,0.13,100.8,2.0,227.7,4.23,227.85,0.0
2022,9,14,6,24.67,24.08,24.37,18.68,96.31,0.1,100.88,2.29,229.84,3.73,229.76,88.32
2022,9,14,7,25.89,24.74,25.32,19.41,93.25,0.13,100.98,2.65,231.81,3.2,232.63,323.64
2022,9,14,8,27.44,25.25,26.34,20.02,87.81,0.14,101.05,3.46,236.06,4.21,236.66,533.24
2022,9,14,9,28.39,25.48,26.94,20.26,84.12,0.13,101.07,3.88,234.1,4.64,234.46,672.41
2022,9,14,10,29.16,25.68,27.42,20.57,81.44,0.14,101.04,4.12,232.39,4.9,232.97,686.99
2022,9,14,11,29.73,25.8,27.76,20.69,79.44,0.18,100.98,4.23,231.29,5.03,231.81,707.27
2022,9,14,12,29.97,25.76,27.87,20.69,78.12,0.19,100.87,4.21,228.53,5.04,229.22,601.83
2022,9,14,13,29.99,25.71,27.85,20.63,77.81,0.22,100.78,4.2,223.87,5.12,224.63,512.45
2022,9,14,14,29.67,25.83,27.76,20.81,79.81,0.28,100.72,3.93,217.01,5.18,217.77,409.8
2022,9,14,15,29.21,25.89,27.55,20.87,82.25,0.34,100.71,3.87,210.29,5.54,210.98,340.42
2022,9,14,16,28.38,25.84,27.12,20.81,86.12,0.37,100.72,3.94,204.74,5.9,205.0,194.03
2022,9,14,17,27.32,25.88,26.6,20.87,91.69,0.47,100.76,3.61,200.0,6.08,200.0,47.22
2022,9,14,18,26.53,25.62,26.08,20.51,94.56,0.51,100.84,3.69,197.63,6.47,197.87,0.0
2022,9,14,19,26.23,25.46,25.85,20.32,95.44,0.53,100.92,4.01,197.23,6.65,197.65,0.0
2022,9,14,20,26.01,25.33,25.68,20.14,95.88,0.5,101.0,4.33,197.52,6.97,198.03,0.0
2022,9,14,21,25.85,25.19,25.51,19.96,96.06,0.4,101.06,4.47,200.05,7.02,200.53,0.0
2022,9,14,22,25.65,25.03,25.34,19.78,96.19,0.3,101.08,4.27,204.08,6.81,204.62,0.0
2022,9,14,23,25.48,24.87,25.18,19.59,96.31,0.24,101.03,4.09,209.5,6.65,210.12,0.0
2022,9,15,0,25.35,24.63,24.99,19.29,95.62,0.2,100.94,4.21,219.42,7.13,220.83,0.0
2022,9,15,1,25.1,24.5,24.8,19.17,96.25,0.17,100.84,3.67,221.03,6.36,221.27,0.0
2022,9,15,2,24.84,24.36,24.6,19.04,97.0,0.15,100.78,3.01,218.78,5.72,219.18,0.0
2022,9,15,3,24.58,24.19,24.39,18.86,97.56,0.14,100.76,2.43,216.65,5.11,217.11,0.0
2022,9,15,4,24.39,24.03,24.21,18.68,97.75,0.21,100.78,2.09,215.71,4.53,216.16,0.0
2022,9,15,5,24.23,23.9,24.07,18.49,97.81,0.47,100.81,1.93,214.46,4.09,214.88,0.0
2022,9,15,6,24.83,24.28,24.55,18.92,96.62,0.62,100.86,2.12,212.23,3.87,212.73,70.19
2022,9,15,7,25.82,24.8,25.31,19.53,94.0,0.49,100.91,2.77,209.6,3.31,210.8,256.51
2022,9,15,8,27.11,25.15,26.13,19.9,89.0,0.41,100.95,3.37,222.65,4.2,225.23,458.91
2022,9,15,9,28.17,25.27,26.72,20.08,84.19,0.37,100.97,4.09,230.74,4.98,231.75,596.62
2022,9,15,10,28.92,25.39,27.15,20.2,81.12,0.35,100.96,4.31,232.96,5.19,233.7,677.83
2022,9,15,11,29.37,25.47,27.42,20.32,79.5,0.43,100.92,4.25,233.53,5.08,234.21,684.19
2022,9,15,12,29.54,25.48,27.51,20.32,78.75,0.53,100.84,4.03,232.95,4.85,233.72,755.77
2022,9,15,13,29.54,25.55,27.55,20.45,79.12,0.66,100.74,3.85,230.02,4.62,230.77,612.16
2022,9,15,14,29.15,25.76,27.46,20.75,82.0,0.84,100.66,3.68,223.8,4.5,224.51,497.53
2022,9,15,15,28.54,26.02,27.28,21.06,86.12,1.03,100.62,3.73,214.49,4.72,215.03,346.45
2022,9,15,16,27.78,26.21,26.99,21.3,91.06,1.19,100.61,3.87,206.0,5.36,205.85,178.44
2022,9,15,17,27.05,26.14,26.59,21.18,94.62,1.32,100.63,4.13,199.43,6.18,199.74,40.78
2022,9,15,18,26.51,25.78,26.15,20.75,95.69,1.35,100.66,4.91,201.38,7.31,202.02,0.0
2022,9,15,19,26.12,25.43,25.77,20.32,95.81,0.51,100.69,5.38,206.68,7.76,207.39,0.0
2022,9,15,20,25.73,25.09,25.41,19.9,96.19,0.4,100.71,5.17,209.7,7.52,210.4,0.0
2022,9,15,21,25.37,24.8,25.09,19.53,96.5,0.28,100.78,3.9,209.23,6.28,210.01,0.0
2022,9,15,22,25.05,24.51,24.78,19.17,96.62,0.2,100.9,2.22,216.71,4.76,219.47,0.0
2022,9,15,23,24.9,24.3,24.6,18.92,96.38,0.14,100.84,2.62,217.62,5.25,218.23,0.0
2022,9,16,0,24.76,24.18,24.47,18.8,96.38,0.1,100.76,3.13,212.26,5.74,212.72,0.0
2022,9,16,1,24.58,24.05,24.32,18.68,96.69,0.06,100.69,3.25,211.63,5.75,212.11,0.0
2022,9,16,2,24.45,23.95,24.2,18.55,96.81,0.03,100.64,3.23,210.73,5.71,211.23,0.0
2022,9,16,3,24.33,23.85,24.09,18.49,97.0,0.02,100.61,2.97,209.13,5.5,209.73,0.0
2022,9,16,4,24.21,23.77,23.99,18.37,97.25,0.01,100.61,2.71,207.23,5.27,207.93,0.0
2022,9,16,5,24.14,23.73,23.93,18.31,97.38,0.01,100.62,2.49,205.68,5.07,206.33,0.0
2022,9,16,6,24.51,23.95,24.23,18.55,96.56,0.01,100.67,2.79,204.84,4.83,205.61,63.51
2022,9,16,7,25.45,24.51,24.98,19.23,94.38,0.02,100.71,3.35,205.25,4.08,206.52,257.35
2022,9,16,8,27.04,25.17,26.1,19.96,89.44,0.03,100.74,3.75,217.13,4.66,220.31,456.62
2022,9,16,9,28.37,25.57,26.97,20.45,84.62,0.03,100.76,4.45,228.06,5.44,229.72,611.4
2022,9,16,10,29.26,25.83,27.54,20.81,81.69,0.05,100.73,4.77,233.79,5.81,235.03,713.14
2022,9,16,11,29.9,26.01,27.96,21.06,79.62,0.09,100.66,4.9,237.96,5.94,239.05,709.07
2022,9,16,12,30.23,26.11,28.17,21.18,78.56,0.08,100.56,4.93,241.73,5.98,242.8,754.27
2022,9,16,13,30.31,26.05,28.18,21.12,77.88,0.09,100.45,4.86,245.82,5.94,246.74,563.12
2022,9,16,14,30.11,26.07,28.08,21.18,78.94,0.1,100.39,4.6,248.89,5.68,249.47,442.19
2022,9,16,15,29.42,26.26,27.84,21.42,83.0,0.12,100.37,3.69,250.45,5.21,250.83,193.89
2022,9,16,16,28.76,26.13,27.45,21.24,85.62,0.11,100.38,3.21,250.37,4.9,250.73,81.94
2022,9,16,17,27.82,26.23,27.03,21.36,91.0,0.1,100.44,2.44,245.98,4.62,245.86,32.92
2022,9,16,18,26.94,25.83,26.38,20.81,93.5,0.1,100.51,2.29,238.8,4.77,238.6,0.0
2022,9,16,19,26.58,25.57,26.07,20.51,94.06,0.16,100.59,2.49,233.17,5.09,233.43,0.0
2022,9,16,20,26.25,25.32,25.79,20.2,94.5,0.16,100.65,2.72,229.67,5.48,229.86,0.0
2022,9,16,21,25.95,25.12,25.53,19.9,94.94,0.14,100.68,2.97,227.67,5.85,227.87,0.0
2022,9,16,22,25.69,24.9,25.29,19.65,95.25,0.11,100.65,3.39,226.31,6.26,226.57,0.0
2022,9,16,23,25.42,24.74,25.08,19.47,95.88,0.1,100.58,3.88,225.82,6.55,226.06,0.0
2022,9,17,0,25.18,24.62,24.9,19.35,96.56,0.07,100.53,3.55,225.89,6.16,226.23,0.0
2022,9,17,1,24.96,24.52,24.74,19.29,97.31,0.08,100.52,2.66,224.64,5.29,224.94,0.0
2022,9,17,2,24.75,24.41,24.58,19.1,97.88,0.09,100.53,2.09,221.37,4.49,221.9,0.0
2022,9,17,3,24.64,24.33,24.48,19.04,98.0,0.12,100.54,1.96,217.55,4.18,218.33,0.0
2022,9,17,4,24.65,24.31,24.48,18.98,97.88,0.13,100.57,2.0,213.38,4.31,214.21,0.0
2022,9,17,5,24.69,24.3,24.5,18.98,97.62,0.11,100.62,2.08,209.16,4.51,210.08,0.0
2022,9,17,6,25.22,24.69,24.95,19.41,96.75,0.08,100.68,2.15,204.98,4.43,206.07,55.88
2022,9,17,7,26.26,25.26,25.76,20.08,94.12,0.05,100.76,2.96,202.7,4.01,204.17,211.4
2022,9,17,8,27.26,25.82,26.54,20.75,91.75,0.04,100.81,3.28,210.78,4.04,213.47,353.79
2022,9,17,9,28.52,26.01,27.27,21.0,86.19,0.03,100.82,4.33,230.57,5.51,233.02,567.66
2022,9,17,10,29.07,25.82,27.44,20.75,82.56,0.03,100.8,4.77,237.17,5.92,237.99,737.89
2022,9,17,11,29.24,25.7,27.47,20.63,81.19,0.03,100.75,4.72,238.26,5.85,238.77,698.02
2022,9,17,12,29.33,25.64,27.48,20.57,80.44,0.03,100.66,4.6,238.47,5.68,238.96,790.04
2022,9,17,13,29.29,25.58,27.44,20.51,80.44,0.04,100.57,4.43,238.05,5.51,238.52,724.59
2022,9,17,14,29.19,25.62,27.41,20.57,81.0,0.04,100.52,4.17,236.61,5.22,237.17,528.41
2022,9,17,15,28.8,25.8,27.3,20.81,83.75,0.05,100.5,3.63,232.27,4.93,232.6,329.44
2022,9,17,16,28.16,25.75,26.95,20.75,86.69,0.05,100.51,3.1,228.88,4.78,229.38,155.62
2022,9,17,17,27.23,25.8,26.51,20.81,91.81,0.04,100.55,2.28,225.56,4.36,225.36,36.52
2022,9,17,18,26.31,25.38,25.85,20.26,94.5,0.05,100.62,2.02,219.83,4.33,220.1,0.0
2022,9,17,19,25.97,25.13,25.55,19.96,95.06,0.02,100.7,2.06,216.52,4.37,216.79,0.0
2022,9,17,20,25.68,24.92,25.3,19.65,95.44,0.02,100.78,2.09,216.01,4.33,216.13,0.0
2022,9,17,21,25.44,24.73,25.08,19.41,95.69,0.01,100.82,2.07,217.48,4.19,217.28,0.0
2022,9,17,22,25.23,24.55,24.88,19.23,95.88,0.01,100.82,2.07,217.95,4.14,217.8,0.0
2022,9,17,23,25.04,24.41,24.73,19.1,96.19,0.02,100.76,2.16,218.53,4.38,218.4,0.0
2022,9,18,0,24.86,24.31,24.58,18.98,96.69,0.02,100.69,2.2,219.52,4.56,219.58,0.0
2022,9,18,1,24.73,24.26,24.49,18.92,97.06,0.02,100.64,2.04,219.55,4.26,219.71,0.0
2022,9,18,2,24.62,24.19,24.4,18.86,97.31,0.02,100.61,1.8,218.12,3.58,217.82,0.0
2022,9,18,3,24.62,24.13,24.37,18.8,97.0,0.03,100.61,1.57,211.55,2.9,210.78,0.0
2022,9,18,4,24.7,24.06,24.38,18.74,96.12,0.06,100.66,1.45,197.56,2.67,195.99,0.0
2022,9,18,5,24.76,23.99,24.38,18.62,95.25,0.11,100.72,1.53,186.47,2.91,185.08,0.0
2022,9,18,6,25.09,24.3,24.69,18.98,95.25,0.17,100.77,1.74,183.61,3.2,183.5,61.06
2022,9,18,7,26.08,24.75,25.42,19.47,92.19,0.24,100.84,2.4,192.81,3.32,196.43,231.62
2022,9,18,8,27.21,24.87,26.04,19.59,86.94,0.32,100.88,3.04,219.58,4.13,224.08,408.23
2022,9,18,9,28.11,24.88,26.5,19.59,82.56,0.38,100.9,3.83,232.22,4.89,234.3,526.84
2022,9,18,10,28.8,25.0,26.9,19.78,79.94,0.35,100.89,4.24,239.89,5.18,241.04,729.24
2022,9,18,11,29.37,25.17,27.27,19.96,78.06,0.25,100.84,4.24,245.28,5.09,245.99,595.2
2022,9,18,12,29.73,25.27,27.5,20.08,76.88,0.17,100.76,4.07,247.67,4.84,248.2,701.62
2022,9,18,13,29.82,25.31,27.57,20.14,76.69,0.12,100.68,3.91,248.77,4.63,249.15,719.6
2022,9,18,14,29.74,25.27,27.51,20.14,76.88,0.09,100.63,3.81,248.74,4.57,249.05,480.65
2022,9,18,15,29.39,25.3,27.34,20.2,78.62,0.08,100.6,3.75,246.0,4.69,246.25,268.41
2022,9,18,16,28.73,25.45,27.09,20.39,82.38,0.08,100.61,3.41,241.67,4.85,241.74,126.34
2022,9,18,17,27.57,25.47,26.52,20.39,88.25,0.07,100.64,2.9,236.1,4.96,235.86,33.34
2022,9,18,18,26.34,25.15,25.75,19.96,93.06,0.05,100.71,2.6,228.89,5.25,228.8,0.0
2022,9,18,19,25.87,24.9,25.38,19.65,94.19,0.91,100.78,2.86,224.67,5.61,224.38,0.0
2022,9,18,20,25.44,24.62,25.03,19.29,95.06,0.47,100.84,3.14,224.6,5.91,224.25,0.0
2022,9,18,21,25.03,24.32,24.67,18.92,95.62,0.21,100.87,3.41,228.25,6.05,228.3,0.0
2022,9,18,22,24.63,23.99,24.31,18.62,96.12,0.05,100.85,3.6,232.48,6.07,232.85,0.0
2022,9,18,23,24.28,23.69,23.98,18.25,96.38,0.04,100.8,3.61,236.03,5.96,236.43,0.0
2022,9,19,0,23.97,23.44,23.7,18.01,96.69,0.09,100.76,3.06,239.64,5.42,240.07,0.0
2022,9,19,1,23.67,23.26,23.47,17.76,97.31,0.11,100.73,2.24,243.08,4.5,243.3,0.0
2022,9,19,2,23.43,23.08,23.26,17.58,97.75,0.05,100.72,1.81,245.31,3.79,245.55,0.0
2022,9,19,3,23.23,22.91,23.07,17.4,97.94,0.02,100.71,1.77,245.81,3.67,246.11,0.0
2022,9,19,4,23.09,22.79,22.94,17.27,98.0,0.03,100.72,1.8,242.54,3.69,242.78,0.0
2022,9,19,5,22.96,22.68,22.82,17.15,98.12,0.03,100.76,1.81,238.02,3.66,238.45,0.0
2022,9,19,6,23.77,23.15,23.47,17.7,96.19,0.04,100.83,2.29,233.6,3.58,234.06,55.28
2022,9,19,7,25.09,23.96,24.52,18.55,93.31,0.1,100.9,2.67,231.18,3.08,232.64,206.48
2022,9,19,8,27.06,24.82,25.94,19.53,87.44,0.33,100.96,3.52,251.36,4.47,253.97,372.41
2022,9,19,9,28.36,25.02,26.69,19.78,82.06,0.22,100.96,4.59,261.68,5.66,262.46,626.93
2022,9,19,10,29.16,24.83,27.0,19.53,77.44,0.13,100.92,4.96,266.93,6.06,267.34,718.78
2022,9,19,11,29.72,24.78,27.25,19.47,74.75,0.14,100.84,4.94,272.45,5.98,272.85,658.03
2022,9,19,12,29.94,24.75,27.35,19.47,73.69,0.21,100.73,4.87,277.38,5.87,277.88,635.46
2022,9,19,13,29.94,24.73,27.33,19.47,73.5,0.37,100.64,4.79,282.06,5.79,282.55,505.6
2022,9,19,14,29.81,24.74,27.27,19.47,74.19,0.59,100.57,4.66,285.64,5.67,286.01,361.51
2022,9,19,15,29.1,24.93,27.01,19.71,78.12,0.83,100.54,4.22,287.8,5.5,287.95,198.6
